# Per-epoch training curves for the four 250-epoch matched-budget arms.
# Source: SLURM stdout on the DoC NFS home, ~/msc_thesis/RoPART/in100-*-e250_<job>.out
# All ViT-B/32 @ 224, IN-100, P=32, bf16, variance balancing, 250 epochs, cosine to min_lr.
arm,job,epoch,lr,train_loss
ropart30,269806,78,4.00e-04,0.2230
ropart30,269806,79,3.98e-04,0.2217
ropart30,269806,80,3.95e-04,0.2209
ropart30,269806,81,3.93e-04,0.2192
ropart30,269806,82,3.90e-04,0.2189
ropart30,269806,83,3.87e-04,0.2167
ropart30,269806,84,3.85e-04,0.2140
ropart30,269806,85,3.82e-04,0.2131
ropart30,269806,86,3.79e-04,0.2128
ropart30,269806,87,3.77e-04,0.2103
ropart30,269806,88,3.74e-04,0.2092
ropart30,269806,89,3.71e-04,0.2077
ropart30,269806,90,3.68e-04,0.2071
ropart30,269806,91,3.66e-04,0.2047
ropart30,269806,92,3.63e-04,0.2020
ropart30,269806,93,3.60e-04,0.2017
ropart30,269806,94,3.57e-04,0.2002
ropart30,269806,95,3.54e-04,0.1996
ropart30,269806,96,3.51e-04,0.1986
ropart30,269806,97,3.48e-04,0.1973
ropart30,269806,98,3.45e-04,0.1953
ropart30,269806,99,3.43e-04,0.1939
ropart30,269806,100,3.40e-04,0.1928
ropart30,269806,101,3.37e-04,0.1923
ropart30,269806,102,3.34e-04,0.1898
ropart30,269806,103,3.31e-04,0.1878
ropart30,269806,104,3.28e-04,0.1882
ropart30,269806,105,3.25e-04,0.1867
ropart30,269806,106,3.22e-04,0.1869
ropart30,269806,107,3.19e-04,0.1837
ropart30,269806,108,3.16e-04,0.1848
ropart30,269806,109,3.13e-04,0.1809
ropart30,269806,110,3.10e-04,0.1804
ropart30,269806,111,3.06e-04,0.1789
ropart30,269806,112,3.03e-04,0.1790
ropart30,269806,113,3.00e-04,0.1793
ropart30,269806,114,2.97e-04,0.1762
ropart30,269806,115,2.94e-04,0.1741
ropart30,269806,116,2.91e-04,0.1730
ropart30,269806,117,2.88e-04,0.1719
ropart30,269806,118,2.85e-04,0.1718
ropart30,269806,119,2.82e-04,0.1698
ropart30,269806,120,2.79e-04,0.1686
ropart30,269806,121,2.75e-04,0.1678
ropart30,269806,122,2.72e-04,0.1673
ropart30,269806,123,2.69e-04,0.1663
ropart30,269806,124,2.66e-04,0.1639
ropart30,269806,125,2.63e-04,0.1631
ropart30,269806,126,2.60e-04,0.1631
ropart30,269806,127,2.57e-04,0.1609
ropart30,269806,128,2.53e-04,0.1598
ropart30,269806,129,2.50e-04,0.1585
ropart30,269806,130,2.47e-04,0.1585
ropart30,269806,131,2.44e-04,0.1570
ropart30,269806,132,2.41e-04,0.1560
ropart30,269806,133,2.38e-04,0.1558
ropart30,269806,134,2.35e-04,0.1541
ropart30,269806,135,2.31e-04,0.1528
ropart30,269806,136,2.28e-04,0.1521
ropart30,269806,137,2.25e-04,0.1508
ropart30,269806,138,2.22e-04,0.1490
ropart30,269806,139,2.19e-04,0.1473
ropart30,269806,140,2.16e-04,0.1474
ropart30,269806,141,2.13e-04,0.1461
ropart30,269806,142,2.10e-04,0.1465
ropart30,269806,143,2.07e-04,0.1447
ropart30,269806,144,2.04e-04,0.1435
ropart30,269806,145,2.00e-04,0.1420
ropart30,269806,146,1.97e-04,0.1411
ropart30,269806,147,1.94e-04,0.1403
ropart30,269806,148,1.91e-04,0.1378
ropart30,269806,149,1.88e-04,0.1380
ropart30,269806,150,1.85e-04,0.1363
ropart30,269806,151,1.82e-04,0.1363
ropart30,269806,152,1.79e-04,0.1340
ropart30,269806,153,1.76e-04,0.1340
ropart30,269806,154,1.73e-04,0.1325
ropart30,269806,155,1.70e-04,0.1320
ropart30,269806,156,1.67e-04,0.1305
ropart30,269806,157,1.65e-04,0.1290
ropart30,269806,158,1.62e-04,0.1274
ropart30,269806,159,1.59e-04,0.1274
ropart30,269806,160,1.56e-04,0.1274
ropart30,269806,161,1.53e-04,0.1252
ropart30,269806,162,1.50e-04,0.1245
ropart30,269806,163,1.47e-04,0.1237
ropart30,269806,164,1.44e-04,0.1226
ropart30,269806,165,1.42e-04,0.1213
ropart30,269806,166,1.39e-04,0.1217
ropart30,269806,167,1.36e-04,0.1196
ropart30,269806,168,1.33e-04,0.1181
ropart30,269806,169,1.31e-04,0.1173
ropart30,269806,170,1.28e-04,0.1176
ropart30,269806,171,1.25e-04,0.1166
ropart30,269806,172,1.23e-04,0.1143
ropart30,269806,173,1.20e-04,0.1138
ropart30,269806,174,1.17e-04,0.1131
ropart30,269806,175,1.15e-04,0.1128
ropart30,269806,176,1.12e-04,0.1115
ropart30,269806,177,1.10e-04,0.1108
ropart30,269806,178,1.07e-04,0.1096
ropart30,269806,179,1.05e-04,0.1083
ropart30,269806,180,1.02e-04,0.1079
ropart30,269806,181,9.98e-05,0.1059
ropart30,269806,182,9.74e-05,0.1062
ropart30,269806,183,9.50e-05,0.1055
ropart30,269806,184,9.26e-05,0.1050
ropart30,269806,185,9.03e-05,0.1041
ropart30,269806,186,8.80e-05,0.1024
ropart30,269806,187,8.57e-05,0.1024
ropart30,269806,188,8.34e-05,0.1008
ropart30,269806,189,8.12e-05,0.1004
ropart30,269806,190,7.90e-05,0.0992
ropart30,269806,191,7.68e-05,0.0992
ropart30,269806,192,7.47e-05,0.0977
ropart30,269806,193,7.26e-05,0.0974
ropart30,269806,194,7.05e-05,0.0968
ropart30,269806,195,6.84e-05,0.0947
ropart30,269806,196,6.64e-05,0.0957
ropart30,269806,197,6.44e-05,0.0952
ropart30,269806,198,6.25e-05,0.0935
ropart30,269806,199,6.05e-05,0.0932
ropart30,269806,200,5.87e-05,0.0929
ropart30,269806,201,5.68e-05,0.0912
ropart30,269806,202,5.50e-05,0.0908
ropart30,269806,203,5.32e-05,0.0900
ropart30,269806,204,5.14e-05,0.0895
ropart30,269806,205,4.97e-05,0.0890
ropart30,269806,206,4.80e-05,0.0888
ropart30,269806,207,4.63e-05,0.0880
ropart30,269806,208,4.47e-05,0.0874
ropart30,269806,209,4.31e-05,0.0866
ropart30,269806,210,4.15e-05,0.0861
ropart30,269806,211,4.00e-05,0.0856
ropart30,269806,212,3.85e-05,0.0858
ropart30,269806,213,3.71e-05,0.0846
ropart30,269806,214,3.56e-05,0.0841
ropart30,269806,215,3.43e-05,0.0838
ropart30,269806,216,3.29e-05,0.0835
ropart30,269806,217,3.16e-05,0.0826
ropart30,269806,218,3.03e-05,0.0825
ropart30,269806,219,2.91e-05,0.0821
ropart30,269806,220,2.79e-05,0.0816
ropart30,269806,221,2.67e-05,0.0809
ropart30,269806,222,2.56e-05,0.0803
ropart30,269806,223,2.45e-05,0.0805
ropart30,269806,224,2.35e-05,0.0798
ropart30,269806,225,2.25e-05,0.0798
ropart30,269806,226,2.15e-05,0.0793
ropart30,269806,227,2.06e-05,0.0787
ropart30,269806,228,1.97e-05,0.0785
ropart30,269806,229,1.88e-05,0.0780
ropart30,269806,230,1.80e-05,0.0779
ropart30,269806,231,1.72e-05,0.0774
ropart30,269806,232,1.65e-05,0.0772
ropart30,269806,233,1.58e-05,0.0772
ropart30,269806,234,1.51e-05,0.0770
ropart30,269806,235,1.45e-05,0.0769
ropart30,269806,236,1.39e-05,0.0767
ropart30,269806,237,1.34e-05,0.0763
ropart30,269806,238,1.29e-05,0.0762
ropart30,269806,239,1.24e-05,0.0760
ropart30,269806,240,1.20e-05,0.0753
ropart30,269806,241,1.16e-05,0.0755
ropart30,269806,242,1.13e-05,0.0752
ropart30,269806,243,1.10e-05,0.0749
ropart30,269806,244,1.07e-05,0.0749
ropart30,269806,245,1.05e-05,0.0747
ropart30,269806,246,1.03e-05,0.0742
ropart30,269806,247,1.02e-05,0.0743
ropart30,269806,248,1.01e-05,0.0743
ropart30,269806,249,1.00e-05,0.0745
ropart90,269808,0,1.00e-06,1.0685
ropart90,269808,1,1.01e-04,1.0579
ropart90,269808,2,2.01e-04,1.0083
ropart90,269808,3,3.00e-04,0.9874
ropart90,269808,4,4.00e-04,0.9761
ropart90,269808,5,5.00e-04,0.9646
ropart90,269808,6,5.00e-04,0.9440
ropart90,269808,7,5.00e-04,0.9229
ropart90,269808,8,5.00e-04,0.9007
ropart90,269808,9,5.00e-04,0.8794
ropart90,269808,10,4.99e-04,0.8610
ropart90,269808,11,4.99e-04,0.8410
ropart90,269808,12,4.99e-04,0.8197
ropart90,269808,13,4.99e-04,0.7980
ropart90,269808,14,4.98e-04,0.7708
ropart90,269808,15,4.98e-04,0.7498
ropart90,269808,16,4.98e-04,0.7256
ropart90,269808,17,4.97e-04,0.7073
ropart90,269808,18,4.97e-04,0.6904
ropart90,269808,19,4.96e-04,0.6739
ropart90,269808,20,4.95e-04,0.6573
ropart90,269808,21,4.95e-04,0.6427
ropart90,269808,22,4.94e-04,0.6291
ropart90,269808,23,4.94e-04,0.6140
ropart90,269808,24,4.93e-04,0.6022
ropart90,269808,25,4.92e-04,0.5915
ropart90,269808,26,4.91e-04,0.5805
ropart90,269808,27,4.90e-04,0.5697
ropart90,269808,28,4.89e-04,0.5592
ropart90,269808,29,4.88e-04,0.5491
ropart90,269808,30,4.88e-04,0.5406
ropart90,269808,31,4.87e-04,0.5311
ropart90,269808,32,4.85e-04,0.5252
ropart90,269808,33,4.84e-04,0.5164
ropart90,269808,34,4.83e-04,0.5081
ropart90,269808,35,4.82e-04,0.5021
ropart90,269808,36,4.81e-04,0.4949
ropart90,269808,37,4.80e-04,0.4876
ropart90,269808,38,4.78e-04,0.4809
ropart90,269808,39,4.77e-04,0.4732
ropart90,269808,40,4.76e-04,0.4689
ropart90,269808,41,4.74e-04,0.4635
ropart90,269808,42,4.73e-04,0.4569
ropart90,269808,43,4.71e-04,0.4531
ropart90,269808,44,4.70e-04,0.4462
ropart90,269808,45,4.68e-04,0.4426
ropart90,269808,46,4.67e-04,0.4374
ropart90,269808,47,4.65e-04,0.4319
ropart90,269808,48,4.64e-04,0.4288
ropart90,269808,49,4.62e-04,0.4229
ropart90,269808,50,4.60e-04,0.4210
ropart90,269808,51,4.59e-04,0.4144
ropart90,269808,52,4.57e-04,0.4127
ropart90,269808,53,4.55e-04,0.4072
ropart90,269808,54,4.53e-04,0.4043
ropart90,269808,55,4.51e-04,0.3987
ropart90,269808,56,4.49e-04,0.3964
ropart90,269808,57,4.48e-04,0.3929
ropart90,269808,58,4.46e-04,0.3883
ropart90,269808,59,4.44e-04,0.3860
ropart90,269808,60,4.42e-04,0.3826
ropart90,269808,61,4.40e-04,0.3804
ropart90,269808,62,4.37e-04,0.3755
ropart90,269808,63,4.35e-04,0.3740
ropart90,269808,64,4.33e-04,0.3689
ropart90,269808,65,4.31e-04,0.3671
ropart90,269808,66,4.29e-04,0.3639
ropart90,269808,67,4.27e-04,0.3624
ropart90,269808,68,4.24e-04,0.3582
ropart90,269808,69,4.22e-04,0.3559
ropart90,269808,70,4.20e-04,0.3528
ropart90,269808,71,4.17e-04,0.3509
ropart90,269808,72,4.15e-04,0.3479
ropart90,269808,73,4.13e-04,0.3460
ropart90,269808,74,4.10e-04,0.3436
ropart90,269808,75,4.08e-04,0.3402
ropart90,269808,76,4.05e-04,0.3388
ropart90,269808,77,4.03e-04,0.3351
ropart90,269808,78,4.00e-04,0.3341
ropart90,269808,79,3.98e-04,0.3306
ropart90,269808,80,3.95e-04,0.3292
ropart90,269808,81,3.93e-04,0.3267
ropart90,269808,82,3.90e-04,0.3247
ropart90,269808,83,3.87e-04,0.3226
ropart90,269808,84,3.85e-04,0.3201
ropart90,269808,85,3.82e-04,0.3180
ropart90,269808,86,3.79e-04,0.3147
ropart90,269808,87,3.77e-04,0.3123
ropart90,269808,88,3.74e-04,0.3107
ropart90,269808,89,3.71e-04,0.3090
ropart90,269808,90,3.68e-04,0.3070
ropart90,269808,91,3.66e-04,0.3058
ropart90,269808,92,3.63e-04,0.3029
ropart90,269808,93,3.60e-04,0.3009
ropart90,269808,94,3.57e-04,0.2988
ropart90,269808,95,3.54e-04,0.2966
ropart90,269808,96,3.51e-04,0.2945
ropart90,269808,97,3.48e-04,0.2920
ropart90,269808,98,3.45e-04,0.2910
ropart90,269808,99,3.43e-04,0.2888
ropart90,269808,100,3.40e-04,0.2867
ropart90,269808,101,3.37e-04,0.2842
ropart90,269808,102,3.34e-04,0.2834
ropart90,269808,103,3.31e-04,0.2812
ropart90,269808,104,3.28e-04,0.2794
ropart90,269808,105,3.25e-04,0.2765
ropart90,269808,106,3.22e-04,0.2771
ropart90,269808,107,3.19e-04,0.2734
ropart90,269808,108,3.16e-04,0.2718
ropart90,269808,109,3.13e-04,0.2710
ropart90,269808,110,3.10e-04,0.2691
ropart90,269808,111,3.06e-04,0.2672
ropart90,269808,112,3.03e-04,0.2655
ropart90,269808,113,3.00e-04,0.2639
ropart90,269808,114,2.97e-04,0.2618
ropart90,269808,115,2.94e-04,0.2597
ropart90,269808,116,2.91e-04,0.2587
ropart90,269808,117,2.88e-04,0.2573
ropart90,269808,118,2.85e-04,0.2538
ropart90,269808,119,2.82e-04,0.2524
ropart90,269808,120,2.79e-04,0.2517
ropart90,269808,121,2.75e-04,0.2505
ropart90,269808,122,2.72e-04,0.2481
ropart90,269808,123,2.69e-04,0.2477
ropart90,269808,124,2.66e-04,0.2445
ropart90,269808,125,2.63e-04,0.2431
ropart90,269808,126,2.60e-04,0.2409
ropart90,269808,127,2.57e-04,0.2403
ropart90,269808,128,2.53e-04,0.2377
ropart90,269808,129,2.50e-04,0.2380
ropart90,269808,130,2.47e-04,0.2348
ropart90,269808,131,2.44e-04,0.2341
ropart90,269808,132,2.41e-04,0.2323
ropart90,269808,133,2.38e-04,0.2302
ropart90,269808,134,2.35e-04,0.2291
ropart90,269808,135,2.31e-04,0.2281
ropart90,269808,136,2.28e-04,0.2259
ropart90,269808,137,2.25e-04,0.2237
ropart90,269808,138,2.22e-04,0.2227
ropart90,269808,139,2.19e-04,0.2203
ropart90,269808,140,2.16e-04,0.2189
ropart90,269808,141,2.13e-04,0.2186
ropart90,269808,142,2.10e-04,0.2168
ropart90,269808,143,2.07e-04,0.2144
ropart90,269808,144,2.04e-04,0.2130
ropart90,269808,145,2.00e-04,0.2115
ropart90,269808,146,1.97e-04,0.2109
ropart90,269808,147,1.94e-04,0.2085
ropart90,269808,148,1.91e-04,0.2069
ropart90,269808,149,1.88e-04,0.2063
ropart90,269808,150,1.85e-04,0.2032
ropart90,269808,151,1.82e-04,0.2018
ropart90,269808,152,1.79e-04,0.2011
ropart90,269808,153,1.76e-04,0.1995
ropart90,269808,154,1.73e-04,0.1985
ropart90,269808,155,1.70e-04,0.1969
ropart90,269808,156,1.67e-04,0.1946
ropart90,269808,157,1.65e-04,0.1938
ropart90,269808,158,1.62e-04,0.1918
ropart90,269808,159,1.59e-04,0.1909
ropart90,269808,160,1.56e-04,0.1895
ropart90,269808,161,1.53e-04,0.1877
ropart90,269808,162,1.50e-04,0.1868
ropart90,269808,163,1.47e-04,0.1849
ropart90,269808,164,1.44e-04,0.1841
ropart90,269808,165,1.42e-04,0.1829
ropart90,269808,166,1.39e-04,0.1811
ropart90,269808,167,1.36e-04,0.1792
ropart90,269808,168,1.33e-04,0.1781
ropart90,269808,169,1.31e-04,0.1759
ropart90,269808,170,1.28e-04,0.1758
ropart90,269808,171,1.25e-04,0.1753
ropart90,269808,172,1.23e-04,0.1719
ropart90,269808,173,1.20e-04,0.1724
ropart90,269808,174,1.17e-04,0.1698
ropart90,269808,175,1.15e-04,0.1690
ropart90,269808,176,1.12e-04,0.1675
ropart90,269808,177,1.10e-04,0.1654
ropart90,269808,178,1.07e-04,0.1648
ropart90,269808,179,1.05e-04,0.1637
ropart90,269808,180,1.02e-04,0.1621
ropart90,269808,181,9.98e-05,0.1610
ropart90,269808,182,9.74e-05,0.1598
ropart90,269808,183,9.50e-05,0.1592
ropart90,269808,184,9.26e-05,0.1568
ropart90,269808,185,9.03e-05,0.1570
ropart90,269808,186,8.80e-05,0.1550
ropart90,269808,187,8.57e-05,0.1544
ropart90,269808,188,8.34e-05,0.1526
ropart90,269808,189,8.12e-05,0.1515
ropart90,269808,190,7.90e-05,0.1502
ropart90,269808,191,7.68e-05,0.1487
ropart90,269808,192,7.47e-05,0.1480
ropart90,269808,193,7.26e-05,0.1476
ropart90,269808,194,7.05e-05,0.1466
ropart90,269808,195,6.84e-05,0.1445
ropart90,269808,196,6.64e-05,0.1444
ropart90,269808,197,6.44e-05,0.1434
ropart90,269808,198,6.25e-05,0.1418
ropart90,269808,199,6.05e-05,0.1415
ropart90,269808,200,5.87e-05,0.1393
ropart90,269808,201,5.68e-05,0.1390
ropart90,269808,202,5.50e-05,0.1384
ropart90,269808,203,5.32e-05,0.1373
ropart90,269808,204,5.14e-05,0.1356
ropart90,269808,205,4.97e-05,0.1350
ropart90,269808,206,4.80e-05,0.1345
ropart90,269808,207,4.63e-05,0.1335
ropart90,269808,208,4.47e-05,0.1330
ropart90,269808,209,4.31e-05,0.1320
ropart90,269808,210,4.15e-05,0.1312
ropart90,269808,211,4.00e-05,0.1301
ropart90,269808,212,3.85e-05,0.1301
ropart90,269808,213,3.71e-05,0.1288
ropart90,269808,214,3.56e-05,0.1281
ropart90,269808,215,3.43e-05,0.1277
ropart90,269808,216,3.29e-05,0.1267
ropart90,269808,217,3.16e-05,0.1262
ropart90,269808,218,3.03e-05,0.1248
ropart90,269808,219,2.91e-05,0.1246
ropart90,269808,220,2.79e-05,0.1243
ropart90,269808,221,2.67e-05,0.1230
ropart90,269808,222,2.56e-05,0.1223
ropart90,269808,223,2.45e-05,0.1226
ropart90,269808,224,2.35e-05,0.1218
ropart90,269808,225,2.25e-05,0.1215
ropart90,269808,226,2.15e-05,0.1207
ropart90,269808,227,2.06e-05,0.1202
ropart90,269808,228,1.97e-05,0.1198
ropart90,269808,229,1.88e-05,0.1190
ropart90,269808,230,1.80e-05,0.1183
ropart90,269808,231,1.72e-05,0.1180
ropart90,269808,232,1.65e-05,0.1182
ropart90,269808,233,1.58e-05,0.1177
ropart90,269808,234,1.51e-05,0.1172
ropart90,269808,235,1.45e-05,0.1169
ropart90,269808,236,1.39e-05,0.1169
ropart90,269808,237,1.34e-05,0.1164
ropart90,269808,238,1.29e-05,0.1161
ropart90,269808,239,1.24e-05,0.1155
ropart90,269808,240,1.20e-05,0.1148
ropart90,269808,241,1.16e-05,0.1146
ropart90,269808,242,1.13e-05,0.1147
ropart90,269808,243,1.10e-05,0.1146
ropart90,269808,244,1.07e-05,0.1141
ropart90,269808,245,1.05e-05,0.1139
ropart90,269808,246,1.03e-05,0.1138
ropart90,269808,247,1.02e-05,0.1136
ropart90,269808,248,1.01e-05,0.1133
ropart90,269808,249,1.00e-05,0.1133
